Grass
4
Chikorita,,318,45,49,65,49,65,45,2,False
Bayleef,,405,60,62,80,63,80,60,2,False
Meganium,,525,80,82,100,83,100,80,2,False
Cyndaquil,,309,39,52,43,60,50,65,2,False
Quilava,,405,58,64,58,80,65,80,2,False
Typhlosion,,534,78,84,78,109,85,100,2,False
Totodile,,314,50,65,64,44,48,43,2,False
Croconaw,,405,65,80,80,59,63,58,2,False
Feraligatr,,530,85,105,100,79,83,78,2,False
Sentret,,215,35,46,34,35,45,20,2,False
Furret,,415,85,76,64,45,55,90,2,False
Hoothoot,Flying,262,60,30,30,36,56,50,2,False
Noctowl,Flying,442,100,50,50,76,96,70,2,False
Ledyba,Flying,265,40,20,30,40,80,55,2,False
Ledian,Flying,390,55,35,50,55,110,85,2,False
Spinarak,Poison,250,40,60,40,40,40,30,2,False
Ariados,Poison,390,70,90,70,60,60,40,2,False
Crobat,Flying,535,85,90,80,70,80,130,2,False
Chinchou,Electric,330,75,38,38,56,56,67,2,False
Lanturn,Electric,460,125,58,58,76,76,67,2,False
Pichu,,205,20,40,15,35,35,60,2,False
Cleffa,,218,50,25,28,45,55,15,2,False
Igglybuff,Fairy,210,90,30,15,40,20,15,2,False
Togepi,,245,35,20,65,40,65,20,2,False
Togetic,Flying,405,55,40,85,80,105,40,2,False
Natu,Flying,320,40,50,45,70,45,70,2,False
Xatu,Flying,470,65,75,70,95,70,95,2,False
Mareep,,280,55,40,40,65,45,35,2,False
Flaaffy,,365,70,55,55,80,60,45,2,False
Ampharos,,510,90,75,85,115,90,55,2,False
AmpharosMega Ampharos,Dragon,610,90,95,105,165,110,45,2,False
Bellossom,,490,75,80,95,90,100,50,2,False
Marill,Fairy,250,70,20,50,20,50,40,2,False
Azumarill,Fairy,420,100,50,80,60,80,50,2,False
Sudowoodo,,410,70,100,115,30,65,30,2,False
Politoed,,500,90,75,75,90,100,70,2,False
Hoppip,Flying,250,35,35,40,35,55,50,2,False
Skiploom,Flying,340,55,45,50,45,65,80,2,False
Jumpluff,Flying,460,75,55,70,55,95,110,2,False
Aipom,,360,55,70,55,40,55,85,2,False
Sunkern,,180,30,30,30,30,30,30,2,False
Sunflora,,425,75,75,55,105,85,30,2,False
Yanma,Flying,390,65,65,45,75,45,95,2,False
Wooper,Ground,210,55,45,45,25,25,15,2,False
Quagsire,Ground,430,95,85,85,65,65,35,2,False
Espeon,,525,65,65,60,130,95,110,2,False
Dark
11
Umbreon,,525,95,65,110,60,130,65,2,False
Murkrow,Flying,405,60,85,42,85,42,91,2,False
Slowking,Psychic,490,95,75,80,100,110,30,2,False
Misdreavus,,435,60,60,60,85,85,85,2,False
Unown,,336,48,72,48,72,48,48,2,False
Wobbuffet,,405,190,33,58,33,58,33,2,False
Girafarig,Psychic,455,70,80,65,90,65,85,2,False
Pineco,,290,50,65,90,35,35,15,2,False
Forretress,Steel,465,75,90,140,60,60,40,2,False
Dunsparce,,415,100,70,70,65,65,45,2,False
Gligar,Flying,430,65,75,105,35,65,85,2,False
Steel
479
Steelix,Ground,510,75,85,200,55,65,30,2,False
SteelixMega Steelix,Ground,610,75,125,230,55,95,30,2,False
Snubbull,,300,60,80,50,40,40,30,2,False
Granbull,,450,90,120,75,60,60,45,2,False
Qwilfish,Poison,430,65,95,75,55,55,85,2,False
Scizor,Steel,500,70,130,100,55,80,65,2,False
ScizorMega Scizor,Steel,600,70,150,140,65,100,75,2,False
Shuckle,Rock,505,20,10,230,10,230,5,2,False
Heracross,Fighting,500,80,125,75,40,95,85,2,False
HeracrossMega Heracross,Fighting,600,80,185,115,40,105,75,2,False
Sneasel,Ice,430,55,95,55,35,75,115,2,False
Teddiursa,,330,60,80,50,50,50,40,2,False
Ursaring,,500,90,130,75,75,75,55,2,False
Slugma,,250,40,40,40,70,40,20,2,False
Magcargo,Rock,410,50,50,120,80,80,30,2,False
Swinub,Ground,250,50,50,40,30,30,50,2,False
Piloswine,Ground,450,100,100,80,60,60,50,2,False
Corsola,Rock,380,55,55,85,65,85,35,2,False
Remoraid,,300,35,65,35,65,35,65,2,False
Octillery,,480,75,105,75,105,75,45,2,False
Delibird,Flying,330,45,55,45,65,45,75,2,False
Mantine,Flying,465,65,40,70,80,140,70,2,False
Skarmory,Flying,465,65,80,140,40,70,70,2,False
Houndour,Fire,330,45,60,30,80,50,65,2,False
Houndoom,Fire,500,75,90,50,110,80,95,2,False
HoundoomMega Houndoom,Fire,600,75,90,90,140,90,115,2,False
Kingdra,Dragon,540,75,95,95,95,95,85,2,False
Phanpy,,330,90,60,60,40,40,40,2,False
Donphan,,500,90,120,120,60,60,50,2,False
Porygon2,,515,85,80,90,105,95,60,2,False
Stantler,,465,73,95,62,85,65,85,2,False
Smeargle,,250,55,20,35,20,45,75,2,False
Tyrogue,,210,35,35,35,35,35,35,2,False
Hitmontop,,455,50,95,95,35,110,70,2,False
Smoochum,Psychic,305,45,30,15,85,65,65,2,False
Elekid,,360,45,63,37,65,55,95,2,False
Magby,,365,45,75,37,70,55,83,2,False
Miltank,,490,95,80,105,40,70,100,2,False
Blissey,,540,255,10,10,75,135,55,2,False
Raikou,,580,90,85,75,115,100,115,2,True
Entei,,580,115,115,85,90,75,100,2,True
Suicune,,580,100,75,115,90,115,85,2,True
Larvitar,Ground,300,50,64,50,45,50,41,2,False
Pupitar,Ground,410,70,84,70,65,70,51,2,False
Tyranitar,Dark,600,100,134,110,95,100,61,2,False
TyranitarMega Tyranitar,Dark,700,100,164,150,95,120,71,2,False
Lugia,Flying,680,106,90,130,90,154,110,2,True
Ho-oh,Flying,680,106,130,90,110,154,90,2,True
Celebi,Grass,600,100,100,100,100,100,100,2,False
Treecko,,310,40,45,35,65,55,70,3,False
Grovyle,,405,50,65,45,85,65,95,3,False
Sceptile,,530,70,85,65,105,85,120,3,False
SceptileMega Sceptile,Dragon,630,70,110,75,145,85,145,3,False
Torchic,,310,45,60,40,70,50,45,3,False
Combusken,Fighting,405,60,85,60,85,60,55,3,False
Blaziken,Fighting,530,80,120,70,110,70,80,3,False
BlazikenMega Blaziken,Fighting,630,80,160,80,130,80,100,3,False
Mudkip,,310,50,70,50,50,50,40,3,False
Marshtomp,Ground,405,70,85,70,60,70,50,3,False
Swampert,Ground,535,100,110,90,85,90,60,3,False
SwampertMega Swampert,Ground,635,100,150,110,95,110,70,3,False
Poochyena,,220,35,55,35,30,30,35,3,False
Mightyena,,420,70,90,70,60,60,70,3,False
Zigzagoon,,240,38,30,41,30,41,60,3,False
Linoone,,420,78,70,61,50,61,100,3,False
Wurmple,,195,45,45,35,20,30,20,3,False
Silcoon,,205,50,35,55,25,25,15,3,False
Beautifly,Flying,395,60,70,50,100,50,65,3,False
Cascoon,,205,50,35,55,25,25,15,3,False
Dustox,Poison,385,60,50,70,50,90,65,3,False
Lotad,Grass,220,40,30,30,40,50,30,3,False
Lombre,Grass,340,60,50,50,60,70,50,3,False
Ludicolo,Grass,480,80,70,70,90,100,70,3,False
Seedot,,220,40,40,50,30,30,30,3,False
Nuzleaf,Dark,340,70,70,40,60,40,60,3,False
Shiftry,Dark,480,90,100,60,90,60,80,3,False
Taillow,Flying,270,40,55,30,30,30,85,3,False
Swellow,Flying,430,60,85,60,50,50,125,3,False
Wingull,Flying,270,40,30,30,55,30,85,3,False
Pelipper,Flying,430,60,50,100,85,70,65,3,False
Ralts,Fairy,198,28,25,25,45,35,40,3,False
Kirlia,Fairy,278,38,35,35,65,55,50,3,False
Gardevoir,Fairy,518,68,65,65,125,115,80,3,False
GardevoirMega Gardevoir,Fairy,618,68,85,65,165,135,100,3,False
Surskit,Water,269,40,30,32,50,52,65,3,False
Masquerain,Flying,414,70,60,62,80,82,60,3,False
Shroomish,,295,60,40,60,40,60,35,3,False
Breloom,Fighting,460,60,130,80,60,60,70,3,False
Slakoth,,280,60,60,60,35,35,30,3,False
Vigoroth,,440,80,80,80,55,55,90,3,False
Slaking,,670,150,160,100,95,65,100,3,False
Nincada,Ground,266,31,45,90,30,30,40,3,False
Ninjask,Flying,456,61,90,45,50,50,160,3,False
Shedinja,Ghost,236,1,90,45,30,30,40,3,False
Whismur,,240,64,51,23,51,23,28,3,False
Loudred,,360,84,71,43,71,43,48,3,False
Exploud,,490,104,91,63,91,73,68,3,False
Makuhita,,237,72,60,30,20,30,25,3,False
Hariyama,,474,144,120,60,40,60,50,3,False
Azurill,Fairy,190,50,20,40,20,40,20,3,False
Nosepass,,375,30,45,135,45,90,30,3,False
Skitty,,260,50,45,45,35,35,50,3,False
Delcatty,,380,70,65,65,55,55,70,3,False
Sableye,Ghost,380,50,75,75,65,65,50,3,False
SableyeMega Sableye,Ghost,480,50,85,125,85,115,20,3,False
Mawile,Fairy,380,50,85,85,55,55,50,3,False
MawileMega Mawile,Fairy,480,50,105,125,55,95,50,3,False
Aron,Rock,330,50,70,100,40,40,30,3,False
Lairon,Rock,430,60,90,140,50,50,40,3,False
Aggron,Rock,530,70,110,180,60,60,50,3,False
AggronMega Aggron,,630,70,140,230,60,80,50,3,False
Meditite,Psychic,280,30,40,55,40,55,60,3,False
Medicham,Psychic,410,60,60,75,60,75,80,3,False
MedichamMega Medicham,Psychic,510,60,100,85,80,85,100,3,False
Electrike,,295,40,45,40,65,40,65,3,False
Manectric,,475,70,75,60,105,60,105,3,False
ManectricMega Manectric,,575,70,75,80,135,80,135,3,False
Plusle,,405,60,50,40,85,75,95,3,False
Minun,,405,60,40,50,75,85,95,3,False
Volbeat,,400,65,73,55,47,75,85,3,False
Illumise,,400,65,47,55,73,75,85,3,False
Roselia,Poison,400,50,60,45,100,80,65,3,False
Gulpin,,302,70,43,53,43,53,40,3,False
Swalot,,467,100,73,83,73,83,55,3,False
Carvanha,Dark,305,45,90,20,65,20,65,3,False
Sharpedo,Dark,460,70,120,40,95,40,95,3,False
SharpedoMega Sharpedo,Dark,560,70,140,70,110,65,105,3,False
Wailmer,,400,130,70,35,70,35,60,3,False
Wailord,,500,170,90,45,90,45,60,3,False
Numel,Ground,305,60,60,40,65,45,35,3,False
Camerupt,Ground,460,70,100,70,105,75,40,3,False
CameruptMega Camerupt,Ground,560,70,120,100,145,105,20,3,False
Torkoal,,470,70,85,140,85,70,20,3,False
Spoink,,330,60,25,35,70,80,60,3,False
Grumpig,,470,80,45,65,90,110,80,3,False
Spinda,,360,60,60,60,60,60,60,3,False
Trapinch,,290,45,100,45,45,45,10,3,False
Vibrava,Dragon,340,50,70,50,50,50,70,3,False
Flygon,Dragon,520,80,100,80,80,80,100,3,False
Cacnea,,335,50,85,40,85,40,35,3,False
Cacturne,Dark,475,70,115,60,115,60,55,3,False
Swablu,Flying,310,45,40,60,40,75,50,3,False
Altaria,Flying,490,75,70,90,70,105,80,3,False
AltariaMega Altaria,Fairy,590,75,110,110,110,105,80,3,False
Zangoose,,458,73,115,60,60,60,90,3,False
Seviper,,458,73,100,60,100,60,65,3,False
Lunatone,Psychic,440,70,55,65,95,85,70,3,False
Solrock,Psychic,440,70,95,85,55,65,70,3,False
Barboach,Ground,288,50,48,43,46,41,60,3,False
Whiscash,Ground,468,110,78,73,76,71,60,3,False
Corphish,,308,43,80,65,50,35,35,3,False
Crawdaunt,Dark,468,63,120,85,90,55,55,3,False
Baltoy,Psychic,300,40,40,55,40,70,55,3,False
Claydol,Psychic,500,60,70,105,70,120,75,3,False
Lileep,Grass,355,66,41,77,61,87,23,3,False
Cradily,Grass,495,86,81,97,81,107,43,3,False
Anorith,Bug,355,45,95,50,40,50,75,3,False
Armaldo,Bug,495,75,125,100,70,80,45,3,False
Feebas,,200,20,15,20,10,55,80,3,False
Milotic,,540,95,60,79,100,125,81,3,False
Castform,,420,70,70,70,70,70,70,3,False
Kecleon,,440,60,90,70,60,120,40,3,False
Shuppet,,295,44,75,35,63,33,45,3,False
Banette,,455,64,115,65,83,63,65,3,False
BanetteMega Banette,,555,64,165,75,93,83,75,3,False
Duskull,,295,20,40,90,30,90,25,3,False
Dusclops,,455,40,70,130,60,130,25,3,False
Tropius,Flying,460,99,68,83,72,87,51,3,False
Chimecho,,425,65,50,70,95,80,65,3,False
Absol,,465,65,130,60,75,60,75,3,False
AbsolMega Absol,,565,65,150,60,115,60,115,3,False
Wynaut,,260,95,23,48,23,48,23,3,False
Snorunt,,300,50,50,50,50,50,50,3,False
Glalie,,480,80,80,80,80,80,80,3,False
GlalieMega Glalie,,580,80,120,80,120,80,100,3,False
Spheal,Water,290,70,40,50,55,50,25,3,False
Sealeo,Water,410,90,60,70,75,70,45,3,False
Walrein,Water,530,110,80,90,95,90,65,3,False
Clamperl,,345,35,64,85,74,55,32,3,False
Huntail,,485,55,104,105,94,75,52,3,False
Gorebyss,,485,55,84,105,114,75,52,3,False
Relicanth,Rock,485,100,90,130,45,65,55,3,False
Luvdisc,,330,43,30,55,40,65,97,3,False
Bagon,,300,45,75,60,40,30,50,3,False
Shelgon,,420,65,95,100,60,50,50,3,False
Salamence,Flying,600,95,135,80,110,80,100,3,False
SalamenceMega Salamence,Flying,700,95,145,130,120,90,120,3,False
Beldum,Psychic,300,40,55,80,35,60,30,3,False
Metang,Psychic,420,60,75,100,55,80,50,3,False
Metagross,Psychic,600,80,135,130,95,90,70,3,False
MetagrossMega Metagross,Psychic,700,80,145,150,105,110,110,3,False
Regirock,,580,80,100,200,50,100,50,3,True
Regice,,580,80,50,100,100,200,50,3,True
Registeel,,580,80,75,150,75,150,50,3,True
Latias,Psychic,600,80,80,90,110,130,110,3,True
LatiasMega Latias,Psychic,700,80,100,120,140,150,110,3,True
Latios,Psychic,600,80,90,80,130,110,110,3,True
LatiosMega Latios,Psychic,700,80,130,100,160,120,110,3,True
Kyogre,,670,100,100,90,150,140,90,3,True
KyogrePrimal Kyogre,,770,100,150,90,180,160,90,3,True
Groudon,,670,100,150,140,100,90,90,3,True
GroudonPrimal Groudon,Fire,770,100,180,160,150,90,90,3,True
Rayquaza,Flying,680,105,150,90,150,90,95,3,True
RayquazaMega Rayquaza,Flying,780,105,180,100,180,100,115,3,True
Jirachi,Psychic,600,100,100,100,100,100,100,3,True
DeoxysNormal Forme,,600,50,150,50,150,50,150,3,True
DeoxysAttack Forme,,600,50,180,20,180,20,150,3,True
DeoxysDefense Forme,,600,50,70,160,70,160,90,3,True
DeoxysSpeed Forme,,600,50,95,90,95,90,180,3,True
Turtwig,,318,55,68,64,45,55,31,4,False
Grotle,,405,75,89,85,55,65,36,4,False
Torterra,Ground,525,95,109,105,75,85,56,4,False
Chimchar,,309,44,58,44,58,44,61,4,False
Monferno,Fighting,405,64,78,52,78,52,81,4,False
Infernape,Fighting,534,76,104,71,104,71,108,4,False
Piplup,,314,53,51,53,61,56,40,4,False
Prinplup,,405,64,66,68,81,76,50,4,False
Empoleon,Steel,530,84,86,88,111,101,60,4,False
Starly,Flying,245,40,55,30,30,30,60,4,False
Staravia,Flying,340,55,75,50,40,40,80,4,False
Staraptor,Flying,485,85,120,70,50,60,100,4,False
Bidoof,,250,59,45,40,35,40,31,4,False
Bibarel,Water,410,79,85,60,55,60,71,4,False
Kricketot,,194,37,25,41,25,41,25,4,False
Kricketune,,384,77,85,51,55,51,65,4,False
Shinx,,263,45,65,34,40,34,45,4,False
Luxio,,363,60,85,49,60,49,60,4,False
Luxray,,523,80,120,79,95,79,70,4,False
Budew,Poison,280,40,30,35,50,70,55,4,False
Roserade,Poison,515,60,70,65,125,105,90,4,False
Cranidos,,350,67,125,40,30,30,58,4,False
Rampardos,,495,97,165,60,65,50,58,4,False
Shieldon,Steel,350,30,42,118,42,88,30,4,False
Bastiodon,Steel,495,60,52,168,47,138,30,4,False
Burmy,,224,40,29,45,29,45,36,4,False
WormadamPlant Cloak,Grass,424,60,59,85,79,105,36,4,False
WormadamSandy Cloak,Ground,424,60,79,105,59,85,36,4,False
WormadamTrash Cloak,Steel,424,60,69,95,69,95,36,4,False
Mothim,Flying,424,70,94,50,94,50,66,4,False
Combee,Flying,244,30,30,42,30,42,70,4,False
Vespiquen,Flying,474,70,80,102,80,102,40,4,False
Pachirisu,,405,60,45,70,45,90,95,4,False
Buizel,,330,55,65,35,60,30,85,4,False
Floatzel,,495,85,105,55,85,50,115,4,False
Cherubi,,275,45,35,45,62,53,35,4,False
Cherrim,,450,70,60,70,87,78,85,4,False
Shellos,,325,76,48,48,57,62,34,4,False
Gastrodon,Ground,475,111,83,68,92,82,39,4,False
Ambipom,,482,75,100,66,60,66,115,4,False
Drifloon,Flying,348,90,50,34,60,44,70,4,False
Drifblim,Flying,498,150,80,44,90,54,80,4,False
Buneary,,350,55,66,44,44,56,85,4,False
Lopunny,,480,65,76,84,54,96,105,4,False
LopunnyMega Lopunny,Fighting,580,65,136,94,54,96,135,4,False
Mismagius,,495,60,60,60,105,105,105,4,False
Honchkrow,Flying,505,100,125,52,105,52,71,4,False
Glameow,,310,49,55,42,42,37,85,4,False
Purugly,,452,71,82,64,64,59,112,4,False
Chingling,,285,45,30,50,65,50,45,4,False
Stunky,Dark,329,63,63,47,41,41,74,4,False
Skuntank,Dark,479,103,93,67,71,61,84,4,False
Bronzor,Psychic,300,57,24,86,24,86,23,4,False
Bronzong,Psychic,500,67,89,116,79,116,33,4,False
Bonsly,,290,50,80,95,10,45,10,4,False
Mime Jr.,Fairy,310,20,25,45,70,90,60,4,False
Happiny,,220,100,5,5,15,65,30,4,False
Chatot,Flying,411,76,65,45,92,42,91,4,False
Spiritomb,Dark,485,50,92,108,92,108,35,4,False
Gible,Ground,300,58,70,45,40,45,42,4,False
Gabite,Ground,410,68,90,65,50,55,82,4,False
Garchomp,Ground,600,108,130,95,80,85,102,4,False
GarchompMega Garchomp,Ground,700,108,170,115,120,95,92,4,False
Munchlax,,390,135,85,40,40,85,5,4,False
Riolu,,285,40,70,40,35,40,60,4,False
Lucario,Steel,525,70,110,70,115,70,90,4,False
LucarioMega Lucario,Steel,625,70,145,88,140,70,112,4,False
Hippopotas,,330,68,72,78,38,42,32,4,False
Hippowdon,,525,108,112,118,68,72,47,4,False
Skorupi,Bug,330,40,50,90,30,55,65,4,False
Drapion,Dark,500,70,90,110,60,75,95,4,False
Croagunk,Fighting,300,48,61,40,61,40,50,4,False
Toxicroak,Fighting,490,83,106,65,86,65,85,4,False
Carnivine,,454,74,100,72,90,72,46,4,False
Finneon,,330,49,49,56,49,61,66,4,False
Lumineon,,460,69,69,76,69,86,91,4,False
Mantyke,Flying,345,45,20,50,60,120,50,4,False
Snover,Ice,334,60,62,50,62,60,40,4,False
Abomasnow,Ice,494,90,92,75,92,85,60,4,False
AbomasnowMega Abomasnow,Ice,594,90,132,105,132,105,30,4,False
Weavile,Ice,510,70,120,65,45,85,125,4,False
Magnezone,Steel,535,70,70,115,130,90,60,4,False
